Event_ID,Region,Region_source,Burst_Duration_in_min,Burst_Loading,Original_Burst_Depth_in_mm,AEP_Window,AEP_source_in_perc,Burst_Start_Date,Burst_End_Date,DB_Event_Reference_Number,DB_Pluviograph_Reference_Number,Offical_Gauge,Lat,Long
4478,East Coast (South),East Coast (South),45,2,35.96,intermediate,6.592,1988-01-21 16:45:00,1988-01-21 17:25:00,39436,513,qcd_061212,-32.3767,150.96
4536,East Coast (South),East Coast (South),45,1,35.0,intermediate,8.9926,2008-03-24 17:35:00,2008-03-24 18:15:00,113979,1833,qcd_563076_231,-33.0503,150.4163
4537,East Coast (South),East Coast (South),45,1,50.0,intermediate,3.3244,1985-11-07 15:20:00,1985-11-07 16:00:00,116877,1883,qcd_567087_233,-33.7342,150.7692
4538,East Coast (South),East Coast (South),45,1,52.9,intermediate,3.5082,1992-02-11 12:35:00,1992-02-11 13:15:00,35248,465,qcd_056202,-28.9776,152.1552
4539,East Coast (South),East Coast (South),45,2,65.0,intermediate,4.5989,2001-03-25 21:15:00,2001-03-25 21:55:00,61633,973,qcd_205006_77,-30.6405,152.856
4540,East Coast (South),East Coast (South),45,2,33.11,intermediate,10.269,1971-01-17 18:05:00,1971-01-17 18:45:00,40227,522,qcd_061334,-33.0488,150.2325
4541,East Coast (South),East Coast (South),45,2,65.0,intermediate,4.3469,1999-10-24 07:55:00,1999-10-24 08:35:00,118616,1914,qcd_568065_231,-34.2653,150.8778
4542,East Coast (South),East Coast (South),45,2,24.4,intermediate,14.1608,2007-11-22 15:05:00,2007-11-22 15:45:00,44004,571,qcd_070080,-34.4048,149.8197
4543,East Coast (South),East Coast (South),45,3,60.0,intermediate,3.6973,1990-11-04 09:55:00,1990-11-04 10:35:00,134740,2149,qcd_barnsley_58,-32.9228,151.5917
4544,East Coast (South),East Coast (South),45,3,49.4,intermediate,13.3079,1991-12-12 22:25:00,1991-12-12 23:05:00,36850,486,qcd_058131,-28.8521,153.4556
4362,East Coast (South),East Coast (South),45,1,78.51,rare,0.4384,1997-02-11 20:35:00,1997-02-11 21:15:00,35314,465,qcd_056202,-28.9776,152.1552
4496,East Coast (South),East Coast (South),45,2,73.34,rare,2.2242,2008-01-31 15:20:00,2008-01-31 16:00:00,118546,1913,qcd_568061_231,-34.4056,150.7097
4525,East Coast (South),East Coast (South),45,1,41.85,rare,3.1772,1995-12-30 20:40:00,1995-12-30 21:20:00,62261,987,qcd_210055_77,-32.3809,150.7114
4526,East Coast (South),East Coast (South),45,1,59.8,rare,1.5171,2008-02-04 17:40:00,2008-02-04 18:20:00,35709,470,qcd_057103,-30.0093,152.0101
4527,East Coast (South),East Coast (South),45,2,62.6,rare,3.0333,1997-02-13 19:55:00,1997-02-13 20:35:00,61133,961,qcd_203030_77,-29.11,152.9994
4528,East Coast (South),East Coast (South),45,2,79.0,rare,2.4185,1984-02-18 04:50:00,1984-02-18 05:30:00,118685,1915,qcd_568068_231,-34.4097,150.7781
4531,East Coast (South),East Coast (South),45,2,95.64,rare,0.6534,1984-02-16 05:35:00,1984-02-16 06:15:00,118878,1918,qcd_568071_231,-34.4628,150.7333
4533,East Coast (South),East Coast (South),45,2,93.75,rare,1.1403,1999-10-24 08:30:00,1999-10-24 09:10:00,119535,1928,qcd_568097_231,-34.37,150.8197
4534,East Coast (South),East Coast (South),45,3,65.6,rare,0.3737,2005-02-01 19:00:00,2005-02-01 19:40:00,112917,1818,qcd_563049_231,-33.8675,150.2506
4535,East Coast (South),East Coast (South),45,3,57.08,rare,0.7913,1980-02-01 14:50:00,1980-02-01 15:30:00,62840,1000,qcd_213005_77,-33.7982,150.9825
4574,East Coast (South),East Coast (South),60,1,39.0,frequent,14.4622,1990-03-06 14:30:00,1990-03-06 15:25:00,116969,1884,qcd_567100_233,-33.6562,150.8477
4575,East Coast (South),East Coast (South),60,1,64.0,frequent,14.6147,1998-04-02 02:25:00,1998-04-02 03:20:00,138471,2233,qcd_northbonvil_58,-30.3638,153.0055
4576,East Coast (South),East Coast (South),60,1,47.0,frequent,14.6394,2001-03-25 22:05:00,2001-03-25 23:00:00,61229,963,qcd_204001_77,-29.9793,152.725
4577,East Coast (South),East Coast (South),60,2,66.2,frequent,14.6386,1971-01-20 17:05:00,1971-01-20 18:00:00,37486,492,qcd_059040,-30.3107,153.1187
4578,East Coast (South),East Coast (South),60,2,48.5,frequent,14.7615,1986-08-05 13:10:00,1986-08-05 14:05:00,115007,1848,qcd_566038_233,-33.8578,151.2788
4579,East Coast (South),East Coast (South),60,2,45.0,frequent,14.8912,1992-04-02 12:10:00,1992-04-02 13:05:00,115438,1855,qcd_566055_233,-33.7067,151.107
4580,East Coast (South),East Coast (South),60,2,33.0,frequent,14.8952,1983-03-21 13:05:00,1983-03-21 14:00:00,118202,1907,qcd_568050_231,-34.3033,150.4194
4581,East Coast (South),East Coast (South),60,2,38.5,frequent,14.9105,2005-02-01 21:15:00,2005-02-01 22:10:00,117653,1898,qcd_567163_233,-33.7745,150.6716
4582,East Coast (South),East Coast (South),60,3,38.43,frequent,14.8886,1966-03-10 22:00:00,1966-03-10 22:55:00,42638,552,qcd_067033,-33.6022,150.7794
4583,East Coast (South),East Coast (South),60,3,47.5,frequent,15.3843,2010-02-07 01:25:00,2010-02-07 02:20:00,116371,1874,qcd_566114_233,-33.8973,151.2587
4475,East Coast (South),East Coast (South),60,1,71.09,intermediate,3.7014,1989-01-23 11:55:00,1989-01-23 12:50:00,36849,486,qcd_058131,-28.8521,153.4556
4563,East Coast (South),East Coast (South),60,1,42.8,intermediate,8.986,2006-09-06 22:40:00,2006-09-06 23:35:00,42368,546,qcd_066124,-33.7917,151.0181
4565,East Coast (South),East Coast (South),60,1,39.12,intermediate,6.3382,2001-01-25 14:35:00,2001-01-25 15:30:00,119461,1927,qcd_568094_231,-34.3778,150.3156
4566,East Coast (South),East Coast (South),60,2,33.4,intermediate,4.4749,2010-02-05 18:30:00,2010-02-05 19:25:00,44005,571,qcd_070080,-34.4048,149.8197
4567,East Coast (South),East Coast (South),60,2,49.4,intermediate,9.8444,2005-02-20 14:50:00,2005-02-20 15:45:00,38319,499,qcd_060106,-31.6647,152.0637
4568,East Coast (South),East Coast (South),60,2,52.6,intermediate,5.0031,2006-02-20 15:10:00,2006-02-20 16:05:00,61444,968,qcd_204030_77,-30.2587,152.0094
4569,East Coast (South),East Coast (South),60,2,29.0,intermediate,4.0565,1998-01-18 14:55:00,1998-01-18 15:50:00,122389,1975,qcd_570341_231,-34.5508,149.5728
4570,East Coast (South),East Coast (South),60,2,66.96,intermediate,5.1299,1977-03-02 22:05:00,1977-03-02 23:00:00,36879,486,qcd_058131,-28.8521,153.4556
4572,East Coast (South),East Coast (South),60,3,54.28,intermediate,11.8976,1987-03-29 17:50:00,1987-03-29 18:45:00,36635,483,qcd_058113,-28.4738,153.0861
4573,East Coast (South),East Coast (South),60,3,35.0,intermediate,13.5113,1983-03-21 13:05:00,1983-03-21 14:00:00,120122,1938,qcd_568140_231,-34.1467,150.4244
4360,East Coast (South),East Coast (South),60,1,62.4,rare,0.1564,2007-02-19 15:40:00,2007-02-19 16:35:00,120662,1946,qcd_568163_231,-34.4261,150.1903
4405,East Coast (South),East Coast (South),60,2,374.5,rare,0.0,1996-11-23 20:15:00,1996-11-23 21:10:00,138481,2233,qcd_northbonvil_58,-30.3638,153.0055
4463,East Coast (South),East Coast (South),60,3,235.87,rare,0.0,1991-01-23 20:20:00,1991-01-23 21:15:00,121513,1964,qcd_568296_77,-34.1437,150.6467
4555,East Coast (South),East Coast (South),60,1,101.8,rare,0.188,2001-02-05 15:25:00,2001-02-05 16:20:00,38384,500,qcd_060112,-32.0525,151.9147
4556,East Coast (South),East Coast (South),60,1,73.26,rare,1.3479,1971-08-21 17:00:00,1971-08-21 17:55:00,42072,543,qcd_066062,-33.8607,151.205
4557,East Coast (South),East Coast (South),60,2,84.5,rare,0.6129,1998-04-10 15:25:00,1998-04-10 16:20:00,115645,1859,qcd_566071_233,-33.7338,151.2208
4558,East Coast (South),East Coast (South),60,2,71.0,rare,1.3749,1999-01-24 07:05:00,1999-01-24 08:00:00,116054,1866,qcd_566088_233,-33.9599,151.2515
4559,East Coast (South),East Coast (South),60,2,135.5,rare,0.0627,1987-10-24 05:30:00,1987-10-24 06:25:00,118605,1914,qcd_568065_231,-34.2653,150.8778
4560,East Coast (South),East Coast (South),60,2,85.0,rare,0.5813,2003-12-02 14:15:00,2003-12-02 15:10:00,38318,499,qcd_060106,-31.6647,152.0637
4561,East Coast (South),East Coast (South),60,3,53.5,rare,2.1486,1995-02-10 17:45:00,1995-02-10 18:40:00,111567,1801,qcd_561104_231,-32.9777,150.5829
4600,East Coast (South),East Coast (South),90,1,49.0,frequent,14.7149,1988-04-30 10:40:00,1988-04-30 12:05:00,115095,1849,qcd_566040_233,-33.7698,151.0671
4602,East Coast (South),East Coast (South),90,1,34.81,frequent,15.2717,1996-12-28 23:15:00,1996-12-29 00:40:00,38690,503,qcd_061089,-32.0632,150.9272
4603,East Coast (South),East Coast (South),90,1,52.0,frequent,15.2796,2001-04-10 04:45:00,2001-04-10 06:10:00,115987,1864,qcd_566085_233,-33.7629,151.1945
4604,East Coast (South),East Coast (South),90,2,41.5,frequent,14.5651,2001-01-31 03:10:00,2001-01-31 04:35:00,116653,1878,qcd_567078_233,-33.9827,150.9071
4605,East Coast (South),East Coast (South),90,2,44.0,frequent,14.6877,1994-02-15 21:25:00,1994-02-15 22:50:00,116901,1883,qcd_567087_233,-33.7342,150.7692
4606,East Coast (South),East Coast (South),90,2,51.0,frequent,14.7957,1991-06-10 17:10:00,1991-06-10 18:35:00,115423,1854,qcd_566053_233,-33.6672,151.1047
4607,East Coast (South),East Coast (South),90,2,59.34,frequent,14.9778,1962-07-10 12:50:00,1962-07-10 14:15:00,37652,493,qcd_059067,-30.3439,152.7128
4608,East Coast (South),East Coast (South),90,2,49.0,frequent,14.9856,2002-02-04 15:20:00,2002-02-04 16:45:00,116185,1869,qcd_566092_233,-34.0295,151.0711
4609,East Coast (South),East Coast (South),90,3,78.87,frequent,14.5338,1991-12-12 23:05:00,1991-12-13 00:30:00,37524,492,qcd_059040,-30.3107,153.1187
4610,East Coast (South),East Coast (South),90,3,62.5,frequent,15.4796,1998-08-17 12:25:00,1998-08-17 13:50:00,118903,1918,qcd_568071_231,-34.4628,150.7333
4482,East Coast (South),East Coast (South),90,1,50.08,intermediate,6.6644,2001-02-14 15:55:00,2001-02-14 17:20:00,111682,1803,qcd_561107_231,-33.0288,150.8741
4564,East Coast (South),East Coast (South),90,1,56.0,intermediate,4.2664,2006-09-06 22:35:00,2006-09-07 00:00:00,42368,546,qcd_066124,-33.7917,151.0181
4589,East Coast (South),East Coast (South),90,1,35.87,intermediate,13.4921,1984-10-28 14:50:00,1984-10-28 16:15:00,38685,503,qcd_061089,-32.0632,150.9272
4590,East Coast (South),East Coast (South),90,2,60.2,intermediate,13.9557,2004-11-09 04:10:00,2004-11-09 05:35:00,37748,494,qcd_060030,-31.9033,152.4496
4592,East Coast (South),East Coast (South),90,2,63.5,intermediate,3.3943,1993-02-17 07:20:00,1993-02-17 08:45:00,116226,1870,qcd_566094_233,-34.0399,150.9992
4593,East Coast (South),East Coast (South),90,2,43.13,intermediate,11.8234,1970-09-01 18:10:00,1970-09-01 19:35:00,42765,553,qcd_067035,-33.9272,150.9128
4594,East Coast (South),East Coast (South),90,2,79.8,intermediate,9.3675,2010-10-03 21:40:00,2010-10-03 23:05:00,37024,487,qcd_058158,-28.3395,153.3809
4595,East Coast (South),East Coast (South),90,2,73.68,intermediate,8.1478,1995-02-15 13:45:00,1995-02-15 15:10:00,36876,486,qcd_058131,-28.8521,153.4556
4597,East Coast (South),East Coast (South),90,3,58.6,intermediate,9.6226,2007-12-05 07:40:00,2007-12-05 09:05:00,42488,548,qcd_066142,-33.6761,151.1818
4598,East Coast (South),East Coast (South),90,3,47.6,intermediate,12.6553,2007-10-29 06:00:00,2007-10-29 07:25:00,35723,470,qcd_057103,-30.0093,152.0101
4395,East Coast (South),East Coast (South),90,3,128.0,rare,0.0096,1989-12-05 02:20:00,1989-12-05 03:45:00,114882,1847,qcd_566037_233,-33.8085,151.0907
4430,East Coast (South),East Coast (South),90,1,157.35,rare,0.0071,1984-11-08 21:55:00,1984-11-08 23:20:00,42099,543,qcd_066062,-33.8607,151.205
4465,East Coast (South),East Coast (South),90,1,194.5,rare,0.1207,2009-03-31 12:55:00,2009-03-31 14:20:00,137954,2223,qcd_middleboamb_58,-30.3262,153.048
4501,East Coast (South),East Coast (South),90,2,153.5,rare,0.0001,2007-02-11 04:15:00,2007-02-11 05:40:00,120109,1938,qcd_568140_231,-34.1467,150.4244
4532,East Coast (South),East Coast (South),90,2,178.81,rare,0.03,1984-02-16 05:15:00,1984-02-16 06:40:00,118878,1918,qcd_568071_231,-34.4628,150.7333
4562,East Coast (South),East Coast (South),90,3,70.0,rare,0.7708,1995-02-10 17:20:00,1995-02-10 18:45:00,111567,1801,qcd_561104_231,-32.9777,150.5829
4584,East Coast (South),East Coast (South),90,1,64.83,rare,2.8376,1977-02-06 16:45:00,1977-02-06 18:10:00,35701,470,qcd_057103,-30.0093,152.0101
4585,East Coast (South),East Coast (South),90,2,52.7,rare,1.7458,2005-02-01 18:20:00,2005-02-01 19:45:00,112482,1813,qcd_563042_231,-33.8883,150.0456
4586,East Coast (South),East Coast (South),90,2,88.59,rare,0.4497,1975-03-10 09:40:00,1975-03-10 11:05:00,41940,542,qcd_066037,-33.9465,151.1731
4588,East Coast (South),East Coast (South),90,2,130.8,rare,1.9768,2009-11-06 18:50:00,2009-11-06 20:15:00,37517,492,qcd_059040,-30.3107,153.1187
4632,East Coast (South),East Coast (South),120,1,59.65,frequent,14.4488,1975-11-10 19:50:00,1975-11-10 21:45:00,37240,489,qcd_059000,-30.8141,152.5129
4635,East Coast (South),East Coast (South),120,1,61.34,frequent,14.5641,2002-03-30 10:05:00,2002-03-30 12:00:00,61670,975,qcd_206011_77,-31.0082,152.7126
4636,East Coast (South),East Coast (South),120,1,37.9,frequent,14.6687,1976-01-21 15:20:00,1976-01-21 17:15:00,38754,503,qcd_061089,-32.0632,150.9272
4638,East Coast (South),East Coast (South),120,2,59.38,frequent,14.5589,1919-05-26 05:50:00,1919-05-26 07:45:00,42130,543,qcd_066062,-33.8607,151.205
4640,East Coast (South),East Coast (South),120,2,64.25,frequent,14.5777,1990-02-02 15:15:00,1990-02-02 17:10:00,134938,2153,qcd_berkeleyval_58,-33.3467,151.42
4641,East Coast (South),East Coast (South),120,2,42.49,frequent,14.7009,1995-12-05 13:10:00,1995-12-05 15:05:00,111574,1801,qcd_561104_231,-32.9777,150.5829
4642,East Coast (South),East Coast (South),120,2,51.2,frequent,14.7505,1956-01-25 20:25:00,1956-01-25 22:20:00,114897,1847,qcd_566037_233,-33.8085,151.0907
4643,East Coast (South),East Coast (South),120,2,46.58,frequent,14.8011,1963-01-15 19:40:00,1963-01-15 21:35:00,42667,552,qcd_067033,-33.6022,150.7794
4644,East Coast (South),East Coast (South),120,3,45.5,frequent,14.6782,2007-12-07 15:00:00,2007-12-07 16:55:00,111513,1800,qcd_561103_231,-32.8241,150.7944
4645,East Coast (South),East Coast (South),120,3,80.8,frequent,14.8082,2009-02-16 18:55:00,2009-02-16 20:50:00,37442,491,qcd_059026,-30.3076,152.9874
4621,East Coast (South),East Coast (South),120,1,44.47,intermediate,13.8933,1971-12-26 16:00:00,1971-12-26 17:55:00,39701,516,qcd_061240,-32.9667,151.1333
4622,East Coast (South),East Coast (South),120,1,63.0,intermediate,5.6603,1988-04-30 08:25:00,1988-04-30 10:20:00,116487,1876,qcd_567076_233,-33.7111,150.9842
4623,East Coast (South),East Coast (South),120,1,60.29,intermediate,13.2515,1964-12-05 12:15:00,1964-12-05 14:10:00,35991,475,qcd_058025,-29.7067,152.94
4624,East Coast (South),East Coast (South),120,2,79.25,intermediate,6.5825,2007-06-09 02:40:00,2007-06-09 04:35:00,137622,2216,qcd_lisarow_58,-33.3833,151.375
4625,East Coast (South),East Coast (South),120,2,34.8,intermediate,12.006,2005-09-29 00:30:00,2005-09-29 02:25:00,44003,571,qcd_070080,-34.4048,149.8197
4626,East Coast (South),East Coast (South),120,2,69.8,intermediate,7.8857,2002-02-01 14:30:00,2002-02-01 16:25:00,38087,497,qcd_060085,-31.3865,152.2482
4628,East Coast (South),East Coast (South),120,2,87.0,intermediate,10.2057,2004-02-24 11:40:00,2004-02-24 13:35:00,61007,958,qcd_201001_77,-28.3537,153.2931
4629,East Coast (South),East Coast (South),120,2,75.2,intermediate,12.1396,1972-01-15 18:55:00,1972-01-15 20:50:00,36858,486,qcd_058131,-28.8521,153.4556
4630,East Coast (South),East Coast (South),120,3,58.5,intermediate,8.2216,1998-05-19 02:00:00,1998-05-19 03:55:00,117430,1893,qcd_567147_233,-33.7437,150.9924
4631,East Coast (South),East Coast (South),120,3,45.6,intermediate,14.3767,2001-02-20 21:35:00,2001-02-20 23:30:00,39937,519,qcd_061288,-32.3322,151.4595
4431,East Coast (South),East Coast (South),120,1,180.5,rare,0.0045,1984-11-08 21:45:00,1984-11-08 23:40:00,42099,543,qcd_066062,-33.8607,151.205
4499,East Coast (South),East Coast (South),120,3,102.74,rare,0.319,1963-12-13 02:00:00,1963-12-13 03:55:00,41915,542,qcd_066037,-33.9465,151.1731
4571,East Coast (South),East Coast (South),120,2,114.69,rare,1.4749,1977-03-02 22:10:00,1977-03-03 00:05:00,36879,486,qcd_058131,-28.8521,153.4556
4611,East Coast (South),East Coast (South),120,1,76.2,rare,1.8083,1999-01-28 16:45:00,1999-01-28 18:40:00,61449,968,qcd_204030_77,-30.2587,152.0094
4613,East Coast (South),East Coast (South),120,1,50.17,rare,0.5187,2006-01-16 13:30:00,2006-01-16 15:25:00,62723,998,qcd_21210065_77,-34.6595,149.5608
4614,East Coast (South),East Coast (South),120,2,97.25,rare,1.4083,1988-04-29 20:25:00,1988-04-29 22:20:00,115499,1855,qcd_566055_233,-33.7067,151.107
4615,East Coast (South),East Coast (South),120,2,77.47,rare,2.3992,1973-01-08 02:25:00,1973-01-08 04:20:00,41931,542,qcd_066037,-33.9465,151.1731
4617,East Coast (South),East Coast (South),120,2,64.59,rare,0.9401,1998-01-18 17:40:00,1998-01-18 19:35:00,40229,522,qcd_061334,-33.0488,150.2325
4618,East Coast (South),East Coast (South),120,2,74.5,rare,3.1801,1988-02-13 12:25:00,1988-02-13 14:20:00,114405,1842,qcd_566026_233,-33.9226,151.1556
4619,East Coast (South),East Coast (South),120,3,54.58,rare,2.6184,1965-11-30 14:20:00,1965-11-30 16:15:00,40524,526,qcd_062020,-32.5014,150.0333
4646,East Coast (South),East Coast (South),180,3,97.4,frequent,14.5448,2009-02-16 17:45:00,2009-02-16 20:40:00,37442,491,qcd_059026,-30.3076,152.9874
4669,East Coast (South),East Coast (South),180,1,48.2,frequent,14.568,2008-11-28 19:30:00,2008-11-28 22:25:00,38214,498,qcd_060104,-31.4138,151.598
4670,East Coast (South),East Coast (South),180,1,42.31,frequent,14.8405,1985-10-12 19:05:00,1985-10-12 22:00:00,38711,503,qcd_061089,-32.0632,150.9272
4673,East Coast (South),East Coast (South),180,1,64.32,frequent,15.1253,1969-11-14 04:20:00,1969-11-14 07:15:00,41949,542,qcd_066037,-33.9465,151.1731
4674,East Coast (South),East Coast (South),180,2,72.28,frequent,14.4315,1990-02-02 13:00:00,1990-02-02 15:55:00,138396,2231,qcd_narara_58,-33.395,151.3267
4675,East Coast (South),East Coast (South),180,2,73.52,frequent,14.4849,1978-03-19 03:55:00,1978-03-19 06:50:00,37909,496,qcd_060080,-31.6274,152.443
4676,East Coast (South),East Coast (South),180,2,66.03,frequent,14.7058,2007-06-08 13:45:00,2007-06-08 16:40:00,140925,2279,qcd_yarramalong_58,-33.2283,151.2617
4677,East Coast (South),East Coast (South),180,2,68.58,frequent,14.7403,1952-07-26 05:05:00,1952-07-26 08:00:00,42135,543,qcd_066062,-33.8607,151.205
4679,East Coast (South),East Coast (South),180,2,67.6,frequent,14.7988,1967-06-12 11:20:00,1967-06-12 14:15:00,36139,476,qcd_058026,-28.4414,152.8296
4681,East Coast (South),East Coast (South),180,3,66.5,frequent,14.429,1989-01-23 01:40:00,1989-01-23 04:35:00,115297,1852,qcd_566051_233,-33.6912,151.2993
4627,East Coast (South),East Coast (South),180,1,93.8,intermediate,3.5927,2002-02-01 14:35:00,2002-02-01 17:30:00,38087,497,qcd_060085,-31.3865,152.2482
4639,East Coast (South),East Coast (South),180,1,74.31,intermediate,10.5251,1919-05-26 05:50:00,1919-05-26 08:45:00,42130,543,qcd_066062,-33.8607,151.205
4658,East Coast (South),East Coast (South),180,1,82.61,intermediate,5.6788,1997-02-13 18:00:00,1997-02-13 20:55:00,36491,481,qcd_058099,-29.2823,152.9886
4659,East Coast (South),East Coast (South),180,2,57.98,intermediate,12.1292,1956-01-21 15:10:00,1956-01-21 18:05:00,35202,463,qcd_056059,-29.05,152.1
4662,East Coast (South),East Coast (South),180,2,75.5,intermediate,4.2805,1990-02-07 00:15:00,1990-02-07 03:10:00,106132,1856,qcd_566064_233,-33.8551,151.1075
4663,East Coast (South),East Coast (South),180,2,72.08,intermediate,6.1949,1978-03-24 06:30:00,1978-03-24 09:25:00,38857,504,qcd_061151,-32.2426,151.683
4665,East Coast (South),East Coast (South),180,2,99.09,intermediate,8.1192,1988-01-16 01:45:00,1988-01-16 04:40:00,36882,486,qcd_058131,-28.8521,153.4556
4666,East Coast (South),East Coast (South),180,2,68.93,intermediate,13.3535,2007-05-09 19:45:00,2007-05-09 22:40:00,134712,2148,qcd_avalon_58,-33.6408,151.3288
4667,East Coast (South),East Coast (South),180,3,106.24,intermediate,3.7737,1988-07-06 05:00:00,1988-07-06 07:55:00,119561,1929,qcd_568102_231,-34.5522,150.6317
4668,East Coast (South),East Coast (South),180,3,71.0,intermediate,9.5705,2009-04-13 14:25:00,2009-04-13 17:20:00,116144,1868,qcd_566091_233,-33.9467,151.1609
4469,East Coast (South),East Coast (South),180,1,142.2,rare,1.3489,2006-01-19 11:55:00,2006-01-19 14:50:00,36868,486,qcd_058131,-28.8521,153.4556
4599,East Coast (South),East Coast (South),180,3,81.4,rare,1.9004,2007-10-29 05:05:00,2007-10-29 08:00:00,35723,470,qcd_057103,-30.0093,152.0101
4612,East Coast (South),East Coast (South),180,1,106.0,rare,0.4439,1999-01-28 16:40:00,1999-01-28 19:35:00,61449,968,qcd_204030_77,-30.2587,152.0094
4647,East Coast (South),East Coast (South),180,1,110.5,rare,1.4614,1998-04-10 07:15:00,1998-04-10 10:10:00,114627,1845,qcd_566032_233,-33.887,151.2253
4648,East Coast (South),East Coast (South),180,2,121.5,rare,1.9402,1984-02-18 05:35:00,1984-02-18 08:30:00,119585,1929,qcd_568102_231,-34.5522,150.6317
4649,East Coast (South),East Coast (South),180,2,114.31,rare,2.663,1976-03-02 03:55:00,1976-03-02 06:50:00,37742,494,qcd_060030,-31.9033,152.4496
4651,East Coast (South),East Coast (South),180,2,95.07,rare,0.3723,1969-04-15 17:45:00,1969-04-15 20:40:00,42431,547,qcd_066137,-33.9181,150.9864
4652,East Coast (South),East Coast (South),180,2,51.6,rare,3.0027,2001-02-05 08:05:00,2001-02-05 11:00:00,44007,571,qcd_070080,-34.4048,149.8197
4653,East Coast (South),East Coast (South),180,2,167.63,rare,0.3497,1976-02-28 12:20:00,1976-02-28 15:15:00,36900,486,qcd_058131,-28.8521,153.4556
4656,East Coast (South),East Coast (South),180,3,89.81,rare,2.6465,1978-03-19 09:40:00,1978-03-19 12:35:00,38353,499,qcd_060106,-31.6647,152.0637
2749,East Coast (South),East Coast (South),270,3,83.13,frequent,14.8977,1991-06-11 05:00:00,1991-06-11 09:25:00,118834,1917,qcd_568070_231,-34.5542,150.5694
4706,East Coast (South),East Coast (South),270,1,54.6,frequent,14.6612,2001-02-14 17:45:00,2001-02-14 22:10:00,40066,520,qcd_061309,-32.6881,150.9728
4707,East Coast (South),East Coast (South),270,1,84.5,frequent,14.8298,2001-01-31 00:55:00,2001-01-31 05:20:00,116373,1874,qcd_566114_233,-33.8973,151.2587
4708,East Coast (South),East Coast (South),270,1,40.4,frequent,15.0529,1995-05-13 16:20:00,1995-05-13 20:45:00,122402,1975,qcd_570341_231,-34.5508,149.5728
4709,East Coast (South),East Coast (South),270,2,103.2,frequent,14.6801,2004-02-24 10:40:00,2004-02-24 15:05:00,36658,483,qcd_058113,-28.4738,153.0861
4711,East Coast (South),East Coast (South),270,2,62.47,frequent,14.7286,2007-08-20 02:05:00,2007-08-20 06:30:00,117204,1888,qcd_567108_231,-33.3846,150.9867
4712,East Coast (South),East Coast (South),270,2,62.5,frequent,14.8535,1988-04-30 07:35:00,1988-04-30 12:00:00,116911,1883,qcd_567087_233,-33.7342,150.7692
4715,East Coast (South),East Coast (South),270,2,113.9,frequent,14.964,1974-03-10 11:45:00,1974-03-10 16:10:00,36786,485,qcd_058129,-28.4659,153.2631
4717,East Coast (South),East Coast (South),270,2,52.35,frequent,15.1318,1986-07-23 02:55:00,1986-07-23 07:20:00,119482,1927,qcd_568094_231,-34.3778,150.3156
4718,East Coast (South),East Coast (South),270,3,76.0,frequent,14.8908,1998-05-18 23:35:00,1998-05-19 04:00:00,117515,1895,qcd_567149_233,-33.7452,151.0382
4664,East Coast (South),East Coast (South),270,1,85.23,intermediate,6.1522,1978-03-24 06:30:00,1978-03-24 10:55:00,38857,504,qcd_061151,-32.2426,151.683
4671,East Coast (South),East Coast (South),270,1,50.73,intermediate,11.8087,1985-10-12 18:50:00,1985-10-12 23:15:00,38711,503,qcd_061089,-32.0632,150.9272
4695,East Coast (South),East Coast (South),270,1,88.75,intermediate,10.3369,1925-05-10 09:20:00,1925-05-10 13:45:00,42153,543,qcd_066062,-33.8607,151.205
4698,East Coast (South),East Coast (South),270,2,94.49,intermediate,8.7196,1984-02-18 05:35:00,1984-02-18 10:00:00,118810,1917,qcd_568070_231,-34.5542,150.5694
4699,East Coast (South),East Coast (South),270,2,112.4,intermediate,3.3388,1988-01-17 00:50:00,1988-01-17 05:15:00,42143,543,qcd_066062,-33.8607,151.205
4700,East Coast (South),East Coast (South),270,2,56.11,intermediate,10.0568,1975-06-23 01:00:00,1975-06-23 05:25:00,39445,513,qcd_061212,-32.3767,150.96
4701,East Coast (South),East Coast (South),270,2,85.37,intermediate,12.1779,1950-07-23 09:15:00,1950-07-23 13:40:00,42134,543,qcd_066062,-33.8607,151.205
4702,East Coast (South),East Coast (South),270,2,98.0,intermediate,13.466,1996-08-31 04:25:00,1996-08-31 08:50:00,121444,1962,qcd_568189_233,-34.1891,150.9794
4704,East Coast (South),East Coast (South),270,3,120.8,intermediate,4.3174,2000-03-08 00:30:00,2000-03-08 04:55:00,37758,494,qcd_060030,-31.9033,152.4496
4705,East Coast (South),East Coast (South),270,3,61.71,intermediate,14.1339,1970-02-23 14:15:00,1970-02-23 18:40:00,35273,467,qcd_057056,-30.75,152.0667
4616,East Coast (South),East Coast (South),270,2,142.09,rare,0.4233,1973-01-08 00:20:00,1973-01-08 04:45:00,41931,542,qcd_066037,-33.9465,151.1731
4620,East Coast (South),East Coast (South),270,3,90.1,rare,0.5436,1965-11-30 11:55:00,1965-11-30 16:20:00,40524,526,qcd_062020,-32.5014,150.0333
4650,East Coast (South),East Coast (South),270,2,158.66,rare,1.1265,1976-03-02 02:30:00,1976-03-02 06:55:00,37742,494,qcd_060030,-31.9033,152.4496
4682,East Coast (South),East Coast (South),270,1,92.0,rare,3.1051,1994-03-07 09:05:00,1994-03-07 13:30:00,116729,1880,qcd_567083_233,-33.8192,150.9127
