Event_ID,Region,Region_source,Burst_Duration_in_min,Burst_Loading,Original_Burst_Depth_in_mm,AEP_Window,AEP_source_in_perc,Burst_Start_Date,Burst_End_Date,DB_Event_Reference_Number,DB_Pluviograph_Reference_Number,Offical_Gauge,Lat,Long
4683,East Coast (South),East Coast (South),270,1,203.75,rare,0.3725,1987-10-24 13:00:00,1987-10-24 17:25:00,118049,1905,qcd_568048_231,-34.265,150.8058
4684,East Coast (South),East Coast (South),270,1,119.31,rare,3.0235,1958-03-10 02:20:00,1958-03-10 06:45:00,42283,544,qcd_066063,-33.7206,151.1128
4685,East Coast (South),East Coast (South),270,2,122.5,rare,2.3209,1988-01-17 01:00:00,1988-01-17 05:25:00,114631,1845,qcd_566032_233,-33.887,151.2253
4686,East Coast (South),East Coast (South),270,2,177.81,rare,1.3227,1974-03-10 13:25:00,1974-03-10 17:50:00,36926,486,qcd_058131,-28.8521,153.4556
4692,East Coast (South),East Coast (South),270,2,128.0,rare,1.4991,1984-11-05 10:40:00,1984-11-05 15:05:00,114542,1844,qcd_566028_233,-33.9265,151.2144
4693,East Coast (South),East Coast (South),270,3,151.0,rare,0.1366,1986-08-05 11:55:00,1986-08-05 16:20:00,114919,1847,qcd_566037_233,-33.8085,151.0907
4732,East Coast (South),East Coast (South),360,1,116.34,frequent,14.566,1987-10-24 08:45:00,1987-10-24 14:40:00,118119,1906,qcd_568049_231,-34.3264,150.7417
4734,East Coast (South),East Coast (South),360,1,134.72,frequent,14.7579,1970-02-21 09:20:00,1970-02-21 15:15:00,36310,478,qcd_058072,-28.6533,153.4542
4735,East Coast (South),East Coast (South),360,1,85.5,frequent,15.2526,1990-02-02 11:25:00,1990-02-02 17:20:00,115610,1857,qcd_566065_233,-33.8773,151.1673
4736,East Coast (South),East Coast (South),360,2,98.24,frequent,14.4332,1978-03-19 06:15:00,1978-03-19 12:10:00,37770,494,qcd_060030,-31.9033,152.4496
4737,East Coast (South),East Coast (South),360,2,45.35,frequent,14.4421,1989-03-14 14:45:00,1989-03-14 20:40:00,62655,996,qcd_21210063_77,-34.6438,149.5583
4738,East Coast (South),East Coast (South),360,2,139.28,frequent,14.7063,1998-08-17 13:10:00,1998-08-17 19:05:00,118708,1915,qcd_568068_231,-34.4097,150.7781
4739,East Coast (South),East Coast (South),360,2,54.86,frequent,14.78,1996-12-07 00:45:00,1996-12-07 06:40:00,62032,982,qcd_208009_77,-31.5795,151.3154
4740,East Coast (South),East Coast (South),360,2,76.43,frequent,14.9557,1999-10-27 11:10:00,1999-10-27 17:05:00,61490,969,qcd_204033_77,-29.1934,152.2516
4741,East Coast (South),East Coast (South),360,3,84.5,frequent,14.5009,1996-08-31 00:35:00,1996-08-31 06:30:00,115096,1849,qcd_566040_233,-33.7698,151.0671
4742,East Coast (South),East Coast (South),360,3,82.0,frequent,14.827,1992-02-09 00:15:00,1992-02-09 06:10:00,115663,1858,qcd_566068_233,-33.7389,151.2814
4591,East Coast (South),East Coast (South),360,2,121.4,intermediate,6.5222,2004-11-09 02:30:00,2004-11-09 08:25:00,37748,494,qcd_060030,-31.9033,152.4496
4660,East Coast (South),East Coast (South),360,1,79.26,intermediate,6.8414,1956-01-21 14:45:00,1956-01-21 20:40:00,35202,463,qcd_056059,-29.05,152.1
4672,East Coast (South),East Coast (South),360,1,56.4,intermediate,10.5924,1985-10-12 18:50:00,1985-10-13 00:45:00,38711,503,qcd_061089,-32.0632,150.9272
4678,East Coast (South),East Coast (South),360,3,92.38,intermediate,13.5946,1952-07-26 02:20:00,1952-07-26 08:15:00,42135,543,qcd_066062,-33.8607,151.205
4696,East Coast (South),East Coast (South),360,2,102.56,intermediate,8.8017,1925-05-10 07:35:00,1925-05-10 13:30:00,42153,543,qcd_066062,-33.8607,151.205
4725,East Coast (South),East Coast (South),360,1,74.88,intermediate,8.6787,1970-01-28 08:30:00,1970-01-28 14:25:00,39049,506,qcd_061158,-32.5067,151.3779
4726,East Coast (South),East Coast (South),360,2,88.5,intermediate,4.4773,1991-06-10 14:10:00,1991-06-10 20:05:00,116596,1877,qcd_567077_233,-33.8807,150.9504
4729,East Coast (South),East Coast (South),360,2,99.06,intermediate,8.7497,2001-03-09 03:00:00,2001-03-09 08:55:00,61381,966,qcd_204008_77,-30.4037,152.3469
4730,East Coast (South),East Coast (South),360,2,94.0,intermediate,8.9069,2008-02-04 18:40:00,2008-02-05 00:35:00,116236,1870,qcd_566094_233,-34.0399,150.9992
4731,East Coast (South),East Coast (South),360,3,114.0,intermediate,3.3619,2001-01-30 23:05:00,2001-01-31 05:00:00,116235,1870,qcd_566094_233,-34.0399,150.9992
4406,East Coast (South),East Coast (South),360,3,1121.5,rare,0.0,1996-11-23 15:15:00,1996-11-23 21:10:00,138481,2233,qcd_northbonvil_58,-30.3638,153.0055
4529,East Coast (South),East Coast (South),360,1,288.24,rare,0.3702,1984-02-18 03:35:00,1984-02-18 09:30:00,118685,1915,qcd_568068_231,-34.4097,150.7781
4587,East Coast (South),East Coast (South),360,1,174.74,rare,0.2208,1975-03-10 09:30:00,1975-03-10 15:25:00,41940,542,qcd_066037,-33.9465,151.1731
4596,East Coast (South),East Coast (South),360,2,229.66,rare,0.4716,1995-02-15 10:30:00,1995-02-15 16:25:00,36876,486,qcd_058131,-28.8521,153.4556
4694,East Coast (South),East Coast (South),360,2,174.0,rare,0.1159,1986-08-05 12:10:00,1986-08-05 18:05:00,114919,1847,qcd_566037_233,-33.8085,151.0907
4719,East Coast (South),East Coast (South),360,1,84.2,rare,2.0926,2001-11-19 17:00:00,2001-11-19 22:55:00,35857,471,qcd_057104,-31.2739,151.9655
4720,East Coast (South),East Coast (South),360,2,144.0,rare,1.8947,2001-03-09 02:55:00,2001-03-09 08:50:00,61233,963,qcd_204001_77,-29.9793,152.725
4721,East Coast (South),East Coast (South),360,2,139.8,rare,1.7692,2009-02-17 02:55:00,2009-02-17 08:50:00,38145,497,qcd_060085,-31.3865,152.2482
4722,East Coast (South),East Coast (South),360,2,156.51,rare,0.1051,1956-02-10 01:35:00,1956-02-10 07:30:00,42653,552,qcd_067033,-33.6022,150.7794
4723,East Coast (South),East Coast (South),360,3,103.23,rare,0.5906,2007-06-08 05:10:00,2007-06-08 11:05:00,62383,989,qcd_210076_77,-32.3366,150.9824
4767,East Coast (South),East Coast (South),540,1,61.08,frequent,14.5948,1976-01-21 15:20:00,1976-01-22 00:15:00,38716,503,qcd_061089,-32.0632,150.9272
4768,East Coast (South),East Coast (South),540,1,135.2,frequent,15.6361,2004-03-05 16:35:00,2004-03-06 01:30:00,36231,477,qcd_058044,-28.5966,153.2233
4769,East Coast (South),East Coast (South),540,2,113.6,frequent,14.4735,2007-08-20 00:15:00,2007-08-20 09:10:00,40340,523,qcd_061351,-33.3102,151.2443
4770,East Coast (South),East Coast (South),540,2,166.2,frequent,14.4892,2001-02-01 08:00:00,2001-02-01 16:55:00,36771,485,qcd_058129,-28.4659,153.2631
4771,East Coast (South),East Coast (South),540,2,86.22,frequent,14.552,1988-07-05 15:45:00,1988-07-06 00:40:00,117929,1903,qcd_568045_231,-33.8915,150.5923
4772,East Coast (South),East Coast (South),540,2,101.01,frequent,14.7462,2003-02-23 20:15:00,2003-02-24 05:10:00,61146,961,qcd_203030_77,-29.11,152.9994
4773,East Coast (South),East Coast (South),540,2,114.78,frequent,15.0757,1995-09-24 21:40:00,1995-09-25 06:35:00,115361,1853,qcd_566052_231,-34.1181,150.9333
4774,East Coast (South),East Coast (South),540,3,105.0,frequent,14.8157,1991-06-10 15:00:00,1991-06-10 23:55:00,114429,1842,qcd_566026_233,-33.9226,151.1556
4775,East Coast (South),East Coast (South),540,3,64.81,frequent,15.0794,1968-01-04 12:10:00,1968-01-04 21:05:00,39451,513,qcd_061212,-32.3767,150.96
4776,East Coast (South),East Coast (South),540,3,108.8,frequent,15.1527,2011-06-14 13:40:00,2011-06-14 22:35:00,38124,497,qcd_060085,-31.3865,152.2482
4697,East Coast (South),East Coast (South),540,3,131.03,intermediate,7.0866,1925-05-10 04:30:00,1925-05-10 13:25:00,42153,543,qcd_066062,-33.8607,151.205
4756,East Coast (South),East Coast (South),540,1,94.0,intermediate,7.8432,2007-02-11 05:55:00,2007-02-11 14:50:00,120515,1943,qcd_568156_233,-34.0482,150.73
4757,East Coast (South),East Coast (South),540,1,121.0,intermediate,6.1419,2004-02-23 20:50:00,2004-02-24 05:45:00,37092,488,qcd_058192,-28.9883,152.8809
4759,East Coast (South),East Coast (South),540,2,72.7,intermediate,14.1796,1999-10-23 18:50:00,1999-10-24 03:45:00,118220,1907,qcd_568050_231,-34.3033,150.4194
4760,East Coast (South),East Coast (South),540,2,67.92,intermediate,12.3799,1968-01-12 15:35:00,1968-01-13 00:30:00,35933,472,qcd_057105,-31.0667,151.9167
4761,East Coast (South),East Coast (South),540,2,64.61,intermediate,7.0654,1997-06-27 04:30:00,1997-06-27 13:25:00,62536,993,qcd_21210060_77,-34.6423,149.5663
4763,East Coast (South),East Coast (South),540,2,99.82,intermediate,10.9007,1969-06-21 08:10:00,1969-06-21 17:05:00,38871,504,qcd_061151,-32.2426,151.683
4764,East Coast (South),East Coast (South),540,2,101.0,intermediate,5.5891,2008-02-04 23:40:00,2008-02-05 08:35:00,120943,1951,qcd_568170_233,-33.3472,150.8578
4765,East Coast (South),East Coast (South),540,3,72.88,intermediate,13.3369,1963-04-28 09:15:00,1963-04-28 18:10:00,39259,511,qcd_061209,-32.9597,150.675
4766,East Coast (South),East Coast (South),540,3,84.8,intermediate,12.9246,2002-02-05 01:35:00,2002-02-05 10:30:00,39624,515,qcd_061238,-32.8143,151.3025
4442,East Coast (South),East Coast (South),540,2,186.0,rare,0.1463,1986-08-05 12:10:00,1986-08-05 21:05:00,116588,1877,qcd_567077_233,-33.8807,150.9504
4530,East Coast (South),East Coast (South),540,1,385.5,rare,0.2514,1984-02-18 03:00:00,1984-02-18 11:55:00,118685,1915,qcd_568068_231,-34.4097,150.7781
4601,East Coast (South),East Coast (South),540,2,186.0,rare,1.0209,1988-04-30 08:35:00,1988-04-30 17:30:00,115095,1849,qcd_566040_233,-33.7698,151.0671
4657,East Coast (South),East Coast (South),540,3,165.66,rare,0.8794,1978-03-19 05:55:00,1978-03-19 14:50:00,38353,499,qcd_060106,-31.6647,152.0637
4743,East Coast (South),East Coast (South),540,1,208.4,rare,1.2902,2001-02-01 08:45:00,2001-02-01 17:40:00,61099,960,qcd_203010_77,-28.7365,153.164
4744,East Coast (South),East Coast (South),540,2,204.15,rare,2.3914,1975-02-24 09:10:00,1975-02-24 18:05:00,37917,496,qcd_060080,-31.6274,152.443
4745,East Coast (South),East Coast (South),540,2,168.0,rare,2.2899,1988-01-16 21:30:00,1988-01-17 06:25:00,115004,1848,qcd_566038_233,-33.8578,151.2788
4746,East Coast (South),East Coast (South),540,2,139.67,rare,2.3396,1967-10-21 00:50:00,1967-10-21 09:45:00,38882,504,qcd_061151,-32.2426,151.683
4750,East Coast (South),East Coast (South),540,3,173.99,rare,2.4593,1992-02-09 16:30:00,1992-02-10 01:25:00,140832,2276,qcd_wyoming_58,-33.4117,151.3483
4754,East Coast (South),East Coast (South),540,3,205.63,rare,0.6488,1974-03-10 12:55:00,1974-03-10 21:50:00,36385,479,qcd_058076,-29.7,152.9333
4802,East Coast (South),East Coast (South),720,1,90.61,frequent,14.5779,1990-02-03 21:05:00,1990-02-04 09:00:00,42702,552,qcd_067033,-33.6022,150.7794
4804,East Coast (South),East Coast (South),720,1,97.75,frequent,15.7445,1992-02-09 01:00:00,1992-02-09 12:55:00,42457,547,qcd_066137,-33.9181,150.9864
4805,East Coast (South),East Coast (South),720,2,123.64,frequent,14.4418,1949-01-09 18:55:00,1949-01-10 06:50:00,42157,543,qcd_066062,-33.8607,151.205
4806,East Coast (South),East Coast (South),720,2,154.12,frequent,14.5973,1983-03-21 00:35:00,1983-03-21 12:30:00,118820,1917,qcd_568070_231,-34.5542,150.5694
4807,East Coast (South),East Coast (South),720,2,91.97,frequent,14.618,1978-03-19 08:20:00,1978-03-19 20:15:00,39972,519,qcd_061288,-32.3322,151.4595
4808,East Coast (South),East Coast (South),720,2,103.23,frequent,14.9758,1982-10-11 01:10:00,1982-10-11 13:05:00,38339,499,qcd_060106,-31.6647,152.0637
4809,East Coast (South),East Coast (South),720,2,125.72,frequent,15.0094,1995-09-24 23:45:00,1995-09-25 11:40:00,117998,1904,qcd_568047_231,-34.3306,150.6097
4810,East Coast (South),East Coast (South),720,3,90.58,frequent,14.645,1981-05-22 19:20:00,1981-05-23 07:15:00,39632,515,qcd_061238,-32.8143,151.3025
4811,East Coast (South),East Coast (South),720,3,129.51,frequent,14.7289,1974-03-11 01:35:00,1974-03-11 13:30:00,37780,494,qcd_060030,-31.9033,152.4496
4813,East Coast (South),East Coast (South),720,3,62.69,frequent,14.8205,2003-08-23 13:05:00,2003-08-24 01:00:00,113934,1832,qcd_563075_231,-33.1213,150.046
4703,East Coast (South),East Coast (South),720,2,187.0,intermediate,6.3822,1996-08-31 00:55:00,1996-08-31 12:50:00,121444,1962,qcd_568189_233,-34.1891,150.9794
4788,East Coast (South),East Coast (South),720,1,128.46,intermediate,8.2334,1958-03-10 00:05:00,1958-03-10 12:00:00,114922,1847,qcd_566037_233,-33.8085,151.0907
4789,East Coast (South),East Coast (South),720,1,86.6,intermediate,5.9046,1997-06-26 16:05:00,1997-06-27 04:00:00,44008,571,qcd_070080,-34.4048,149.8197
4790,East Coast (South),East Coast (South),720,2,104.47,intermediate,14.2618,1967-03-08 09:20:00,1967-03-08 21:15:00,38869,504,qcd_061151,-32.2426,151.683
4791,East Coast (South),East Coast (South),720,2,130.0,intermediate,3.3079,1992-02-09 14:30:00,1992-02-10 02:25:00,116833,1882,qcd_567085_233,-33.608,150.7671
4792,East Coast (South),East Coast (South),720,2,144.85,intermediate,3.5368,1988-07-05 15:55:00,1988-07-06 03:50:00,118303,1908,qcd_568051_231,-34.0089,150.507
4793,East Coast (South),East Coast (South),720,2,129.14,intermediate,10.2865,1977-05-17 03:15:00,1977-05-17 15:10:00,36505,481,qcd_058099,-29.2823,152.9886
4794,East Coast (South),East Coast (South),720,3,88.0,intermediate,4.2556,2010-02-05 16:55:00,2010-02-06 04:50:00,113696,1828,qcd_563064_233,-32.2375,150.6306
4800,East Coast (South),East Coast (South),720,3,138.79,intermediate,9.3893,1988-04-03 16:10:00,1988-04-04 04:05:00,118378,1910,qcd_568054_231,-34.4761,150.5222
4801,East Coast (South),East Coast (South),720,3,97.65,intermediate,8.8185,1995-09-24 21:35:00,1995-09-25 09:30:00,113418,1824,qcd_563056_231,-34.0333,150.2153
4443,East Coast (South),East Coast (South),720,2,222.5,rare,0.1048,1986-08-05 10:00:00,1986-08-05 21:55:00,116588,1877,qcd_567077_233,-33.8807,150.9504
4654,East Coast (South),East Coast (South),720,1,361.07,rare,0.193,1976-02-28 11:35:00,1976-02-28 23:30:00,36900,486,qcd_058131,-28.8521,153.4556
4724,East Coast (South),East Coast (South),720,2,139.51,rare,0.4748,2007-06-08 02:20:00,2007-06-08 14:15:00,62383,989,qcd_210076_77,-32.3366,150.9824
4747,East Coast (South),East Coast (South),720,3,166.7,rare,1.7074,1967-10-20 21:50:00,1967-10-21 09:45:00,38882,504,qcd_061151,-32.2426,151.683
4751,East Coast (South),East Coast (South),720,3,210.4,rare,1.6438,1992-02-09 14:40:00,1992-02-10 02:35:00,140832,2276,qcd_wyoming_58,-33.4117,151.3483
4758,East Coast (South),East Coast (South),720,2,164.8,rare,2.286,2004-02-23 20:30:00,2004-02-24 08:25:00,37092,488,qcd_058192,-28.9883,152.8809
4777,East Coast (South),East Coast (South),720,1,155.59,rare,2.4317,1971-01-19 12:15:00,1971-01-20 00:10:00,38903,504,qcd_061151,-32.2426,151.683
4785,East Coast (South),East Coast (South),720,2,157.5,rare,0.7366,1987-10-24 13:50:00,1987-10-25 01:45:00,120288,1940,qcd_568147_233,-34.0996,150.6981
4786,East Coast (South),East Coast (South),720,2,110.39,rare,1.2895,1976-02-24 20:25:00,1976-02-25 08:20:00,39883,518,qcd_061287,-32.1852,150.1737
4787,East Coast (South),East Coast (South),720,3,178.13,rare,2.664,1954-02-20 13:00:00,1954-02-21 00:55:00,36047,475,qcd_058025,-29.7067,152.94
4833,East Coast (South),East Coast (South),1080,1,79.0,frequent,15.0169,2005-06-30 00:55:00,2005-06-30 18:50:00,113678,1828,qcd_563064_233,-32.2375,150.6306
4834,East Coast (South),East Coast (South),1080,1,96.05,frequent,15.1106,1962-07-10 03:05:00,1962-07-10 21:00:00,35203,463,qcd_056059,-29.05,152.1
4836,East Coast (South),East Coast (South),1080,2,80.62,frequent,14.6879,1998-06-22 07:00:00,1998-06-23 00:55:00,62042,982,qcd_208009_77,-31.5795,151.3154
4837,East Coast (South),East Coast (South),1080,2,95.81,frequent,14.8691,1995-09-24 07:10:00,1995-09-25 01:05:00,113869,1831,qcd_563073_231,-33.6139,150.1561
4838,East Coast (South),East Coast (South),1080,2,153.87,frequent,15.0039,1980-05-09 05:40:00,1980-05-09 23:35:00,38137,497,qcd_060085,-31.3865,152.2482
4842,East Coast (South),East Coast (South),1080,2,161.41,frequent,15.0352,1949-06-17 18:10:00,1949-06-18 12:05:00,42319,544,qcd_066063,-33.7206,151.1128
4845,East Coast (South),East Coast (South),1080,2,143.19,frequent,15.2667,2008-01-04 09:05:00,2008-01-05 03:00:00,61052,959,qcd_203005_77,-28.5049,152.9669
4846,East Coast (South),East Coast (South),1080,3,106.09,frequent,15.1779,1983-03-20 23:40:00,1983-03-21 17:35:00,113333,1823,qcd_563055_231,-34.1139,150.2194
4849,East Coast (South),East Coast (South),1080,3,222.19,frequent,15.5718,2009-02-16 05:50:00,2009-02-16 23:45:00,138502,2233,qcd_northbonvil_58,-30.3638,153.0055
4855,East Coast (South),East Coast (South),1080,3,199.13,frequent,15.8669,1999-10-23 16:20:00,1999-10-24 10:15:00,118441,1911,qcd_568058_231,-34.4583,150.6444
4710,East Coast (South),East Coast (South),1080,2,252.4,intermediate,8.4849,2004-02-24 03:30:00,2004-02-24 21:25:00,36658,483,qcd_058113,-28.4738,153.0861
4716,East Coast (South),East Coast (South),1080,2,322.08,intermediate,5.1315,1974-03-09 23:05:00,1974-03-10 17:00:00,36786,485,qcd_058129,-28.4659,153.2631
4733,East Coast (South),East Coast (South),1080,2,222.42,intermediate,11.3345,1987-10-24 05:55:00,1987-10-24 23:50:00,118119,1906,qcd_568049_231,-34.3264,150.7417
4824,East Coast (South),East Coast (South),1080,1,91.66,intermediate,6.3238,1976-01-22 19:00:00,1976-01-23 12:55:00,40546,526,qcd_062020,-32.5014,150.0333
4825,East Coast (South),East Coast (South),1080,1,209.5,intermediate,3.5038,1990-02-02 11:05:00,1990-02-03 05:00:00,115014,1848,qcd_566038_233,-33.8578,151.2788
4826,East Coast (South),East Coast (South),1080,2,146.14,intermediate,9.3358,1995-05-17 15:05:00,1995-05-18 09:00:00,112686,1815,qcd_563046_231,-33.8889,150.3861
4827,East Coast (South),East Coast (South),1080,2,152.19,intermediate,11.1591,1963-08-29 09:20:00,1963-08-30 03:15:00,42333,545,qcd_066078,-34.0517,150.98
4828,East Coast (South),East Coast (South),1080,3,136.52,intermediate,10.9109,1962-12-25 23:15:00,1962-12-26 17:10:00,38893,504,qcd_061151,-32.2426,151.683
4830,East Coast (South),East Coast (South),1080,3,102.91,intermediate,10.9149,1981-05-22 15:20:00,1981-05-23 09:15:00,39266,511,qcd_061209,-32.9597,150.675
4832,East Coast (South),East Coast (South),1080,3,137.2,intermediate,11.6301,2009-05-21 05:55:00,2009-05-21 23:50:00,37118,488,qcd_058192,-28.9883,152.8809
4491,East Coast (South),East Coast (South),1080,1,268.64,rare,1.1153,1990-02-02 11:45:00,1990-02-03 05:40:00,39524,514,qcd_061223,-32.9131,151.75
4727,East Coast (South),East Coast (South),1080,3,180.5,rare,2.4265,1991-06-10 03:20:00,1991-06-10 21:15:00,116596,1877,qcd_567077_233,-33.8807,150.9504
4748,East Coast (South),East Coast (South),1080,2,205.44,rare,1.6553,1967-10-20 21:15:00,1967-10-21 15:10:00,38882,504,qcd_061151,-32.2426,151.683
4778,East Coast (South),East Coast (South),1080,2,233.48,rare,0.839,1971-01-19 12:50:00,1971-01-20 06:45:00,38903,504,qcd_061151,-32.2426,151.683
4814,East Coast (South),East Coast (South),1080,1,241.5,rare,2.1459,1992-02-09 03:35:00,1992-02-09 21:30:00,115725,1859,qcd_566071_233,-33.7338,151.2208
4815,East Coast (South),East Coast (South),1080,2,245.5,rare,1.2378,1998-04-10 06:50:00,1998-04-11 00:45:00,115604,1857,qcd_566065_233,-33.8773,151.1673
4816,East Coast (South),East Coast (South),1080,2,180.4,rare,0.3471,2001-03-09 04:05:00,2001-03-09 22:00:00,35758,470,qcd_057103,-30.0093,152.0101
4818,East Coast (South),East Coast (South),1080,2,223.06,rare,0.6125,1988-07-05 11:35:00,1988-07-06 05:30:00,112598,1814,qcd_563043_231,-33.9844,150.1167
4819,East Coast (South),East Coast (South),1080,2,385.03,rare,1.1427,1963-04-27 11:05:00,1963-04-28 05:00:00,37552,492,qcd_059040,-30.3107,153.1187
4823,East Coast (South),East Coast (South),1080,3,146.74,rare,3.1392,1995-09-24 15:40:00,1995-09-25 09:35:00,112214,1810,qcd_563037_231,-34.0683,150.4033
4847,East Coast (South),East Coast (South),1440,3,121.74,frequent,14.7368,1983-03-20 17:40:00,1983-03-21 17:35:00,113333,1823,qcd_563055_231,-34.1139,150.2194
4875,East Coast (South),East Coast (South),1440,1,127.03,frequent,15.5956,2001-02-01 12:00:00,2001-02-02 11:55:00,61556,970,qcd_204036_77,-28.9325,152.2182
4876,East Coast (South),East Coast (South),1440,1,214.72,frequent,15.6437,1975-03-01 22:05:00,1975-03-02 22:00:00,36245,477,qcd_058044,-28.5966,153.2233
4877,East Coast (South),East Coast (South),1440,2,158.8,frequent,14.6685,1969-11-13 05:35:00,1969-11-14 05:30:00,114928,1847,qcd_566037_233,-33.8085,151.0907
4878,East Coast (South),East Coast (South),1440,2,100.04,frequent,14.7119,1976-01-22 17:35:00,1976-01-23 17:30:00,40120,520,qcd_061309,-32.6881,150.9728
4879,East Coast (South),East Coast (South),1440,2,112.78,frequent,15.0475,1975-11-10 10:05:00,1975-11-11 10:00:00,35396,466,qcd_057033,-30.5112,152.0427
4880,East Coast (South),East Coast (South),1440,2,188.4,frequent,15.1647,2001-03-08 19:05:00,2001-03-09 19:00:00,37227,489,qcd_059000,-30.8141,152.5129
4882,East Coast (South),East Coast (South),1440,2,172.07,frequent,15.1668,1968-01-11 21:25:00,1968-01-12 21:20:00,37768,494,qcd_060030,-31.9033,152.4496
4883,East Coast (South),East Coast (South),1440,3,104.51,frequent,14.4863,1962-07-10 05:35:00,1962-07-11 05:30:00,35877,471,qcd_057104,-31.2739,151.9655
4885,East Coast (South),East Coast (South),1440,3,224.95,frequent,15.6819,1986-08-05 05:10:00,1986-08-06 05:05:00,118755,1916,qcd_568069_231,-34.1817,150.9233
4680,East Coast (South),East Coast (South),1440,2,211.45,intermediate,4.1243,1967-06-11 16:30:00,1967-06-12 16:25:00,36139,476,qcd_058026,-28.4414,152.8296
4831,East Coast (South),East Coast (South),1440,3,133.24,intermediate,5.7862,1981-05-22 10:05:00,1981-05-23 10:00:00,39266,511,qcd_061209,-32.9597,150.675
4835,East Coast (South),East Coast (South),1440,1,116.19,intermediate,10.4002,1962-07-10 01:20:00,1962-07-11 01:15:00,35203,463,qcd_056059,-29.05,152.1
4866,East Coast (South),East Coast (South),1440,1,230.6,intermediate,12.584,1965-07-19 13:15:00,1965-07-20 13:10:00,36233,477,qcd_058044,-28.5966,153.2233
4867,East Coast (South),East Coast (South),1440,2,192.46,intermediate,4.1194,1968-01-12 00:10:00,1968-01-13 00:05:00,38886,504,qcd_061151,-32.2426,151.683
4869,East Coast (South),East Coast (South),1440,2,100.25,intermediate,6.9911,1999-10-24 00:15:00,1999-10-25 00:10:00,62737,998,qcd_21210065_77,-34.6595,149.5608
4870,East Coast (South),East Coast (South),1440,2,183.0,intermediate,9.487,1995-09-24 19:05:00,1995-09-25 19:00:00,114422,1842,qcd_566026_233,-33.9226,151.1556
4871,East Coast (South),East Coast (South),1440,2,161.39,intermediate,13.8577,1953-05-06 23:35:00,1953-05-07 23:30:00,114926,1847,qcd_566037_233,-33.8085,151.0907
4872,East Coast (South),East Coast (South),1440,3,180.09,intermediate,9.1286,1962-04-06 21:35:00,1962-04-07 21:30:00,36049,475,qcd_058025,-29.7067,152.94
4873,East Coast (South),East Coast (South),1440,3,166.47,intermediate,3.9109,1980-05-08 17:00:00,1980-05-09 16:55:00,35444,467,qcd_057056,-30.75,152.0667
4655,East Coast (South),East Coast (South),1440,2,527.88,rare,0.0937,1976-02-28 02:45:00,1976-02-29 02:40:00,36900,486,qcd_058131,-28.8521,153.4556
4661,East Coast (South),East Coast (South),1440,3,150.62,rare,3.1575,1956-01-20 22:55:00,1956-01-21 22:50:00,35202,463,qcd_056059,-29.05,152.1
4728,East Coast (South),East Coast (South),1440,2,217.5,rare,1.8738,1991-06-10 02:05:00,1991-06-11 02:00:00,116596,1877,qcd_567077_233,-33.8807,150.9504
4749,East Coast (South),East Coast (South),1440,2,242.98,rare,1.3117,1967-10-20 21:05:00,1967-10-21 21:00:00,38882,504,qcd_061151,-32.2426,151.683
4755,East Coast (South),East Coast (South),1440,2,404.16,rare,0.1468,1974-03-09 23:50:00,1974-03-10 23:45:00,36385,479,qcd_058076,-29.7,152.9333
4817,East Coast (South),East Coast (South),1440,2,215.4,rare,0.1934,2001-03-09 03:05:00,2001-03-10 03:00:00,35758,470,qcd_057103,-30.0093,152.0101
4856,East Coast (South),East Coast (South),1440,1,146.8,rare,1.4021,2007-06-08 04:10:00,2007-06-09 04:05:00,39894,518,qcd_061287,-32.1852,150.1737
4859,East Coast (South),East Coast (South),1440,1,321.65,rare,0.8371,1990-02-02 09:40:00,1990-02-03 09:35:00,137620,2216,qcd_lisarow_58,-33.3833,151.375
4860,East Coast (South),East Coast (South),1440,2,221.15,rare,2.1096,1978-03-19 05:45:00,1978-03-20 05:40:00,38908,504,qcd_061151,-32.2426,151.683
4865,East Coast (South),East Coast (South),1440,2,128.7,rare,2.1589,1997-06-26 10:55:00,1997-06-27 10:50:00,62656,996,qcd_21210063_77,-34.6438,149.5583
4848,East Coast (South),East Coast (South),1800,3,136.29,frequent,14.6838,1983-03-20 11:40:00,1983-03-21 17:35:00,113333,1823,qcd_563055_231,-34.1139,150.2194
4881,East Coast (South),East Coast (South),1800,2,212.8,frequent,14.6678,2001-03-08 16:30:00,2001-03-09 22:25:00,37227,489,qcd_059000,-30.8141,152.5129
4895,East Coast (South),East Coast (South),1800,1,91.8,frequent,15.4667,1994-04-12 05:45:00,1994-04-13 11:40:00,122333,1974,qcd_570340_231,-34.9056,149.6708
4896,East Coast (South),East Coast (South),1800,1,275.39,frequent,16.0475,1990-08-01 02:40:00,1990-08-02 08:35:00,119601,1929,qcd_568102_231,-34.5522,150.6317
4899,East Coast (South),East Coast (South),1800,2,168.11,frequent,14.4482,1978-03-17 13:00:00,1978-03-18 18:55:00,36151,476,qcd_058026,-28.4414,152.8296
4900,East Coast (South),East Coast (South),1800,2,157.6,frequent,14.7467,2001-05-06 14:55:00,2001-05-07 20:50:00,38915,504,qcd_061151,-32.2426,151.683
4901,East Coast (South),East Coast (South),1800,2,278.03,frequent,15.954,1992-02-09 01:55:00,1992-02-10 07:50:00,118567,1913,qcd_568061_231,-34.4056,150.7097
4902,East Coast (South),East Coast (South),1800,2,135.94,frequent,16.7588,1971-01-18 23:10:00,1971-01-20 05:05:00,39982,519,qcd_061288,-32.3322,151.4595
