ARI,flow_rate,lower_5,upper_95,diff_perc_lower,diff_perc_upper
2.0,17.39,13.96,22.45,80.27602070155261,129.09718228867163
5.0,26.64,19.65,41.21,73.76126126126125,154.69219219219218
10.0,35.03,24.14,68.11,68.91236083357123,194.43334284898657
20.0,45.15,28.59,113.76,63.32225913621263,251.96013289036546
50.0,61.96,34.41,233.99,55.53582956746287,377.6468689477082
100.0,77.97,38.65,400.88,49.57034756957805,514.146466589714
