ARI,flow_rate,lower_5,upper_95,diff_perc_lower,diff_perc_upper
2.0,18.74,15.69,21.57,83.7246531483458,115.10138740661687
5.0,22.05,20.19,25.19,91.56462585034015,114.24036281179139
10.0,23.17,21.87,29.31,94.38929650410012,126.49978420371168
20.0,23.81,22.77,34.23,95.63208735825285,143.76312473750525
50.0,24.29,23.24,41.26,95.67723342939482,169.8641416220667
100.0,24.48,23.36,47.76,95.42483660130719,195.09803921568627
