ARI,flow_rate,lower_5,upper_95,diff_perc_lower,diff_perc_upper
2.0,17.96,14.84,21.13,82.62806236080178,117.65033407572382
5.0,21.91,19.28,26.99,87.9963486992241,123.18575992697399
10.0,23.67,21.54,37.18,91.00126742712294,157.07646810308407
20.0,24.92,22.67,48.86,90.97110754414125,196.06741573033707
50.0,26.08,23.3,77.25,89.34049079754602,296.2039877300614
100.0,26.7,23.42,115.31,87.71535580524345,431.87265917602997
