ARI,flow_rate,lower_5,upper_95,diff_perc_lower,diff_perc_upper
2.0,16.15,13.39,20.62,82.91021671826626,127.67801857585141
5.0,28.15,18.09,73.83,64.26287744227353,262.27353463587923
10.0,49.14,23.84,304.8,48.51444851444852,620.2686202686202
20.0,93.13,30.55,1278.5,32.80360785998067,1372.8121980027918
50.0,232.74,41.49,8900.82,17.82675947409126,3824.3619489559164
100.0,477.79,49.7,37108.57,10.402059482199292,7766.711316687247
