ARI,flow_rate,lower_5,upper_95,diff_perc_lower,diff_perc_upper
10.0,66.0,28.8,152.0,43.63636363636363,230.3030303030303
20.0,96.2,41.4,225.0,43.03534303534303,233.88773388773387
50.0,148.0,62.1,354.0,41.95945945945946,239.1891891891892
100.0,197.0,81.3,483.0,41.26903553299493,245.1776649746193
