ARI,flow_rate,lower_5,upper_95,diff_perc_lower,diff_perc_upper
10.0,23.67,21.54,37.18,91.00126742712294,157.07646810308407
20.0,24.92,22.67,48.86,90.97110754414125,196.06741573033707
50.0,26.08,23.3,77.25,89.34049079754602,296.2039877300614
100.0,26.7,23.42,115.31,87.71535580524345,431.87265917602997
