,ARI,flow_rate,lower_5,upper_95,diff_perc_lower,diff_perc_upper
0,10.0,30.18,25.35,38.45,83.99602385685884,127.40225314778
1,20.0,36.72,29.83,50.66,81.2363834422658,137.96296296296296
2,50.0,46.16,35.41,72.79,76.71143847487001,157.69064124783367
3,100.0,54.03,39.17,95.0,72.49676105867111,175.82824356838793
