,ARI,AEP,flow_rate,lower_5,upper_95,diff_perc_lower,diff_perc_upper
0,10.0,10,23.5,20.26,36.16,86.21276595744682,153.8723404255319
1,20.0,5,25.74,21.86,57.04,84.92618492618493,221.60062160062162
2,50.0,2,28.4,22.99,110.15,80.95070422535211,387.8521126760564
3,100.0,1,30.23,23.23,210.81,76.84419450876612,697.3536222295733
