ARI,flow_rate,lower_5,upper_95,diff_perc_lower,diff_perc_upper
10.0,31.85,22.52,52.27,70.70643642072213,164.11302982731553
20.0,39.07,26.41,78.02,67.59662144868186,199.69285897107756
50.0,48.66,30.54,127.54,62.76202219482121,262.10439786272093
100.0,55.97,32.85,180.98,58.69215651241737,323.35179560478826
