,ARI,AEP,flow_rate,lower_5,upper_95,diff_perc_lower,diff_perc_upper
0,10.0,10,49.14,23.84,304.8,48.51444851444852,620.2686202686202
1,20.0,5,93.13,30.55,1278.5,32.80360785998067,1372.8121980027918
2,50.0,2,232.74,41.49,8900.82,17.82675947409126,3824.3619489559164
3,100.0,1,477.79,49.7,37108.57,10.402059482199292,7766.711316687247
