,ARI,flow_rate,lower_5,upper_95,diff_perc_lower,diff_perc_upper
0,10.0,23.9,20.2,31.28,84.51882845188285,130.8786610878661
1,20.0,26.44,21.9,37.87,82.82904689863842,143.22995461422084
2,50.0,29.58,23.41,47.75,79.14131169709263,161.4266396213658
3,100.0,31.86,24.21,56.73,75.98870056497175,178.060263653484
